author,content,time,sentiment,principal
aure0914,討論2026新北市長選舉國民黨還是穩贏吧餓死抬頭現在侯友宜成為繼朱立倫之後第二個在任內帶職去選總統的新北市長所以我就看到有些人說侯友宜烙跑會導致新北市在2026地方大選變天由民進黨候選人拿下可是我就在想之前朱立倫烙跑2018國民黨還是在新北市大勝更何況這次侯友宜在烙跑之前已經當了很久的新北市副市長所以我就在想就算他烙跑也不至於導致新北市在2026變天吧不知道大家怎麼看我是覺得國民黨2026在新北市還是很穩的啦,5/17,0.006180498458621342,侯友宜
sinyoung,討論所以侯友宜跟新北市大家今天稍微看一下新聞就會發現媒體引用政治人物發言的比重是郭朱侯我真心看不懂到底是誰要選了侯友宜除了感謝國民黨和郭台銘呼呼口號要政黨輪替然後就沒了也完全沒有提到怎麼面對和處理新北對最近新北浮現的各種亂象也是視而不見真的廢到無以復加明顯就是要選時先烙跑選輸了再叫選民吞回去反正我個人是期待郭自己脫黨參選啦侯這麼沒用已經完全沒希望,5/17,0.5120872755554146,侯友宜
hittler,討論侯友即將香龜兔賽跑逆轉勝侯友宜雖然起步比較晚但是如同童話龜兔賽跑一樣一步一腳印到時賴清德這隻驕傲的兔子會輸掉的國民黨加油藍天再現下架民進黨大小姊住土城加油有沒有侯友宜即將逆轉勝的掛,5/17,0.9429628646033317,侯友宜
winall,討論中共對郭台銘參選的態度雖然郭台銘出局了但我這裡是要討論中共對郭台銘的態度這裡我分成幾個面向1中共官方對郭台銘代表KMT參選的態度2中共百姓對郭台銘代表KMT參選的態度3中共官方對郭台銘當選總統的態度4中共百姓對郭台銘當選總統的態度34點先不用急我等一下解釋先說第1點我先說基本上郭台銘一定是統派我的看法他就是親中的其實以中共官方的立場應該是喜歡郭台銘代表KMT多於侯友宜但我怎麼覺得中共官方好像沒有那麼喜歡郭台銘別忘了郭台銘一定是親中的第2點我可以很確定中共百姓很不喜歡郭台銘為什麼我知道因為我看的路版抖音很多人都在批評郭台銘要選總統不要說我為什麼看抖音我看抖音只有一個目的了解它們被洗腦的多嚴重第3點跟第4點是假設郭台銘真的當選總統先不要跟我說不可能我的假設就是當選了第3點要討論的是如果郭台銘當選總統中共官方的態度中共官方會喜歡郭台銘當選總統嗎第4點同第2點我可以確定中共百姓不喜歡郭台銘當選總統BTW我覺得中國韭菜被洗腦得太嚴重了不管如何郭台銘養活了中國幾百萬個家庭另外郭是親中的所以你們認為中共對郭台銘選總統或當選總統態度是甚麼,5/17,0.0,侯友宜
asdf2004,討論KMT人選確定後的2024預測今天KMT2024的人選已經出來了是新北市長侯友宜所以就來預測一下誰會明年當選2024先說結論民眾黨阿北700萬票國民黨侯友宜350萬票民進黨賴清德150萬票先說國民黨這次徵召搞的這麼難看把郭董的票都趕跑了而郭董的票源跟阿北的票源高度重疊都是淺藍為主原本不知道要投郭董還是阿北的人也會毫無懸念的投給阿北而阿北是綠底自然可以吸收到害怕戰爭反對戰爭的淺綠票再加上阿北原本就是白色力量有著絕大多數中立票所以加一加也差不多有700萬的票先恭喜阿北了,5/17,4.596587555028009e-10,侯友宜
Coffeewater,討論為何國民黨不跟柯文哲合作國民黨的民調好像是侯友宜2x多柯文哲2x多但問題就在這裡藍的票可以投柯柯的票不會投藍那為何國民黨不跟柯文哲合作還是其實國民黨不想拉下民進黨,5/17,9.358017597715929e-06,侯友宜
omanorboyo,新聞國民黨連3屆提名落跑市長選總統新北綠營1新聞網址︰newsltncomtwnewspoliticsbreakingnews43045932新聞來源︰自由3完整新聞標題國民黨連3屆提名落跑市長選總統新北綠營民意會給教訓4完整新聞內容︰新北市長侯友宜今天下午接受國民黨中央徵召將競選2024年總統新北市議會民進黨團痛批國民黨連續3屆提名落跑市長參選總統時任新北市長的國民黨主席朱立倫拋下新北市民一次不夠竟又提名侯友宜落跑選總統新北市民絕對不會認同此行為將用選票反映民意讓荒廢市政的侯友宜付出代價新北市議會民進黨團總召鄭宇恩質疑侯友宜惺惺作態扭捏大半年原本心就不在新北市政的人終於放飛自我了留下新北市的爛攤子現在市議會業務質詢開始新北市的問題將一個接一個浮現市民會看到原本該負責好好做事的侯友宜請假跑去選總統心中的不滿可想而知本命區失火侯友宜要如何救火民進黨團副總召張維倩說侯友宜個人的政治利益和野心已經完全凌駕於市長職責不僅市議會要配合侯參選總統的期程調整市政總質詢被迫淪為侯友宜競選總部的附庸侯友宜對於新北市短期內頻繁發生的槍擊治安事件五股觀音坑溪橋斷橋中和弱勢悲歌伴屍案等至今沒有向市民道歉先前民進黨團在議會要求侯別落跑你一定會回來現在要改口說新北市不歡迎你回來民進黨團幹事長卓冠廷批評侯友宜心不在此不如立刻辭職不要一邊選總統一邊當市長新北市民不要一個兼差市長而且從朱立倫開始落跑選市長都沒有好下場朱立倫因為落跑和換柱導致個人政治聲望下滑一蹶不振前高雄市長韓國瑜落跑選總統回來被罷免如今侯友宜依舊選擇落跑歹路難行既然侯要選擇這條路就像個漢子乾脆一點請辭市長再去選舉民進黨團書記長林秉宥指出今年9月底市議會第2次定期會請侯友宜到議會報告明年市府的總預算案以示負責新北市今年的施政計畫報告被發現是抄襲4年前的版本無心市政敷衍市民如果侯只顧總統大位寧可請假參選也不願意進議會報告就是徹底拋棄新北市民打自己的臉5附註心得想法︰第一屆朱烙跑蔡英文56%朱立倫31%宋楚瑜13%第二屆韓烙跑蔡英文57%韓國瑜38%宋楚瑜4%第三屆侯烙跑賴清德ｖｓ侯友宜ｖｓ柯文哲賴第一是無庸置疑的不過能期待一下侯侯墊底,5/17,5.007069687756882e-06,侯友宜
nicholas0406,討論侯友宜幾時要辭新北市長帶職參選好嗎好了現在國民黨也已經確定正式徵召侯友宜了既然侯友宜決定要去選總統總不會打算佔著新北市長的缺繼續一邊領公帑一邊選舉吧這樣人民觀感很差欸還是打算到時候再請三個月還是半年的長假再去跑選舉這樣不就是帶職參選嗎吃碗內看碗外阿既然侯友宜早就決定要落跑了幹嘛去年還要選連任我覺得新北市長辭一辭吧這樣不辭又要跑選舉那市政要怎麼拼要怎樣侯侯做代誌你都落跑了要怎樣好好拼市政唬爛欸,5/17,1.4142020887675244e-12,侯友宜
G4321,討論柯文哲大選會有非常多的藍營報復票身邊有鐵藍的朋友對於國民黨最近的操作覺得不以為然彷彿就像封建的世界完全不民主他氣到說明年就投給柯了他不是說不支持侯友宜而是人家郭台銘都表態了結果一腳踢開他這種真的很羞辱別人他沒有喜歡柯但目前的選擇只有他所以會投給他至少柯是相對會吸到淺藍票源的先恭喜柯不一定會選上總統但票數絕對不會太難看國民黨真的不停地把票源慢慢往外擴散XD,5/17,1.5552238608051994e-08,侯友宜
seibu,新聞國民黨徵召侯友宜參選總統家鄉朴子市長國民黨徵召侯友宜參選總統家鄉朴子市長全力相挺202305171545〔記者林宜樟／嘉義報導〕國民黨今天徵召新北市長侯友宜參選2024年總統大選侯友宜老家在嘉義縣朴子市無黨籍朴子市長吳品叡獲知侯友宜將參選總統表示一定全力相挺希望朴子人有機會當選總統她為侯友宜加油若當選總統要多照顧自己家鄉侯友宜老家在朴子市朴子市公所於2019年頒發榮譽市民證書給侯友宜由市長吳品叡題字與彩繪大師蔡龍進繪畫共同創作關公畫像書畫送給侯友宜感謝侯友宜為家鄉帶來資源吳品叡說去年年底地方公職人員選舉侯友宜曾來為她助選大力支持她成功連任這次侯友宜獲國民黨徵召參選總統她當然全力相挺希望朴子能夠出一個總統多照顧自己的家鄉為家鄉帶來建設newsltncomtwnewspoliticsbreakingnews4304501仔細看那幅關公書畫裡面的藏頭詩冠是不是預言了侯友宜民調第一冠全國侯友宜在朴子好像人氣頗高,5/17,0.03797286158779678,侯友宜
G4321,討論合理懷疑朱立倫就是不想讓國民黨贏民進黨大敗後你派侯派郭基本上都能贏結果先來個選策會然後一堆前科的再派個花蓮王攻擊侯友宜之後郭台銘表態的時候又不即使阻止結果人家頭洗下去廣告費也灑了然後臨時阻止他最後宣布要徵召侯友宜結果郭台銘也搞得很不爽這種搞真的有夠故意的現在藍營中挺郭的因為不爽可能會不少票跑去投柯沒意外應該是藍4柯2綠4關鍵就是投給柯的人越多藍營的票給柯民進黨勝率越高朱立倫是打算與石俱焚嗎感覺就像是你不讓我當總統候選人我就亂搞國民黨給你看事實也真的在亂搞版上還一堆人說啥朱立倫最適合笑死我了這幾個月的操作完完全全敗掉大家對藍營的好感耶,5/17,2.4897195416428985e-11,侯友宜
cksp7200,新聞郭台銘的代表作1新聞網址︰wwwftnncomtwnews15882新聞來源︰FTNN新聞鋒燦新聞3完整新聞標題郭台銘的代表作4完整新聞內容︰主筆／單厚之鴻海創辦人郭台銘終於打出參與國民黨總統徵召的代表作郭台銘前天在臉書發文直指蔡英文總統要他不要買疫苗成為近日最熱的政治議題不僅總統府海基會衛福部和陳時中通通出面否認柯文哲和多名藍軍政治人物也跳進來參戰讓郭台銘的聲量創下近日的新高icomkv6lqKd鴻海創辦人郭台銘在臉書發文直指蔡英文總統要他不要買疫苗讓郭台銘的聲量創下近日新高圖／郭台銘辦公室提供BNT疫苗是郭台銘參選總統最主要的本錢如果沒有捐BNT累積的社會好感度郭台銘今年根本沒有條件跟國民黨叫板要國民黨總統初選的門票過去幾年郭台銘的聲量高峰也幾乎都BNT有關郭台銘從表態參選以來聲量最高峰就是4月5日自美返台的記者會郭台銘不僅明確表達希望參與國民黨初選也向藍軍支持者鞠躬道歉並表明如果民調輸給侯友宜會全力支持當天的聲量達到11萬餘筆聲量次高的則是這次的BNT事件5月910日兩天的聲量都在10萬筆左右而之前的不要議會監督一縣市一核電等失言風波聲量則在7萬筆左右由此可見這次的BNT風波是郭台銘參與國民黨總統徵召以來最重要的政治事件政府防疫做得好不好有沒有擋疫苗藍綠的看法兩極早已是信者恆信不信者恆不信但郭台銘說李大維轉述這個大小姐說你還是不要買了實在太過於傳神連不少綠營人士都願意相信確有其事；加上疫苗又是造成去年民進黨大敗的主因之一所以事發至今除了被扯到的關係人之外民進黨立委也少有人願意出來辯護被點名的總統府由發言人出面否認此事並指控是政治操作；李大維則表示從未有過該談話內容很遺憾事實受到扭曲而衛福部長王必勝則批評郭台銘造謠抹黑甚至還把關公媽祖都搬出來要郭台銘別為政治考量消費疫苗採購過程；陳時中則批評郭台銘過河拆橋還強調政府出了很大的力氣才讓疫苗能購買成功順利幫助人民總統府李大維的否認算是常規操作王必勝和陳時中就算是激情演出了雖然民進黨不願承認但陳時中和王必勝就是民進黨去年大敗的頭號戰犯之一兩人用詞越情緒民眾就越反感越願意相信確有其事尤其是藍軍的支持者如何化解藍軍對4年前的不滿一直是郭台銘這次參選的重要課題所以郭台銘不僅一再以中華民國元素型塑正藍軍的形象還多次向藍軍支持者韓國瑜道歉希望能取得諒解擴大在藍軍的支持度從民調來看郭台銘的作為有一定的成效但還是不夠互比民調落後侯友宜仍有一定的距離而陳時中王必勝此時的發聲對郭台銘就如同即時雨不僅有網路聲量部分藍營公職意見領袖也都加入戰局對凝聚藍軍基本盤拉抬民調必然會有一定的幫助大小姐說你還是不要買了是過去這段郭台銘最成功的政治操作但能否影響最終的結果還要看郭台銘持續操作議題的能力以目前國民黨徵召的時程郭台銘不太可能在未來一周完整操作一個新的議題BNT能炒多熱炒多久拉抬多少民調就決定郭台銘的成敗過去半個月的郭台銘選得風風火火聲量是侯友宜的好幾倍但缺乏程序正義是郭台銘的致命傷郭台銘不僅民調要超車侯友宜還要贏到一定的差距才有彌補正當性的不足但郭台銘日前的一連串失言也讓藍軍對他的穩定性更加沒有信心光是一個一縣市一核電廠就讓國民黨立委參選人昏倒未來真提名郭台銘這能不能算是國民黨的競選政見而且還沒人能保證郭台銘還會丟出多少個自爆彈原本國民黨對徵召時程一直不鬆口5月17日或24日的中常會都是可能的選項但朱立倫今天卻明確給出了5月17日的答案壓縮了郭台銘拼聲勢的空間這樣的決定某個程度上意味著國民黨中央雖然肯定郭台銘與侯友宜的民調有拉近但並不看好郭台銘的上漲空間；無論郭台銘小贏侯友宜或打平都可能引發一堆陰謀論不如早點讓塵埃落定儘可能避免爭議5附註心得想法︰郭台銘的來了嗎之前雖然有些爭議不過國民黨應該要識相挑選適合的人吧也不知道反正等著看就是了,5/17,0.0,侯友宜
MeiHS,新聞侯友宜不認同一國兩制國台辦回應稱制1新聞網址︰wwwnownewscomnews61423082新聞來源︰今日新聞國際中心楊智傑／綜合報導202305171407083完整新聞標題侯友宜不認同一國兩制國台辦回應稱制度不同不是分裂的藉口4完整新聞內容︰▲中國國台辦發言人馬曉光針對國民黨總統強力候選人侯友宜郭台銘等人發言進行回應圖／美聯社／達志影像國民黨中常會今17下午將宣布2024總統參選人鴻海創辦人郭台銘已在臉書證實新北市長侯友宜獲國民黨徵召不過日前侯友宜在新北市議會總質詢稱反對一國兩制也反對台獨對此中國國台辦發言人馬曉光則回應表示制度不同並非統一的障礙也不是分裂的藉口新北市長侯友宜即將代表藍營挑戰2024總統大位日前他在議會總質詢時重申主張強調按照中華民國憲法中華民國是我們的國家台灣是我們的厝厝要顧好國家也要顧好；而在今日國台辦記者會上媒體提問侯友宜反台獨也不認同一國兩制的態度時馬曉光則回應稱中國堅持和平統一一國兩制的基本方針就是為了照顧台灣現實情況維護台灣同胞的利益福祉國台辦發言人馬曉光表示台獨損害兩岸同胞共同利益和中華民族根本利益是一條走不通的絕路消除台獨禍根才有台海和平穩定台灣同胞才能安居樂業制度不同不是統一的障礙更不是分裂的藉口至於無緣代表國民黨參選的郭台銘日前也在金門發表和平宣言主張在一中各表的原則基礎上與中國重新談判被綠營直轟大幻想；馬曉光則反擊稱當前兩岸關係緊張動蕩的根源是民進黨當局頑固堅持台獨分裂立場他強調在堅持九二共識反對台獨的共同政治基礎上重啟兩岸談判不是幻想是現實可行之路民進黨當局頑固堅持台獨立場不斷謀獨挑釁還妄想得逞才是不折不扣的幻想5附註心得想法︰種模半侯侯市長人家北京政府的傳聲筒直接對尼這位準車輪黨推派出的被選舉人嗆聲要不要把尼黨內部支持一國兩制的壞壞拔一拔也許得票率高一點喔,5/17,0.7638816602176728,侯友宜
jimlexus,黑特我今天真的崩潰了國民黨今天中午出現居然是hoho下午我整個氣到全身發抖坐在陰暗的客廳裡◢▆▅▄▃崩〒皿〒潰▃▄▅▇◣◢▆▅▄▃崩〒皿〒潰▃▄▅▇◣◢▆▅▄▃崩〒皿〒潰▃▄▅▇◣唉兩黨惡鬥很難解祝福侯友宜吧希望您能順利選完2024今晚怒吃滷味一波去氣氣氣氣氣氣氣icomMHOk9U5,5/17,1.634126188032603e-06,侯友宜
cidexin,討論明年3月19日侯友宜出這招才有可能當選以目前的形勢賴清德已經穩了只差侯友宜與柯文哲誰爭老二而已不過侯友宜還有最後殺招可以在明年114一月一十四日公告當年阿扁319槍擊案的真相也許可以逆轉勝喔改114,5/17,0.00015127215070409594,侯友宜
gogoto990,討論放心啦新北市一定風平浪靜主席和總統候選人都是新北出來的朱立倫當時就很會媒體公關了加上侯友宜更是如此接下來絕對不會發生韓國瑜帶職參選媒體關注高雄的熱度,5/17,0.7128596354163697,侯友宜
aure0914,討論李四川現在要成為雙北市長了嗎餓死抬頭現在猴猴做歹事的新北市長侯友宜準備跑去選總統就像當年朱立倫在新北市長任內選總統一樣所以如今的台北市長就如同雙北市長一樣必須同時肩負新北市跟台北市的重責大任而如今的台北市長雖然是蔣萬安但實際上都是由李四川來統籌政務所以我就在想侯友宜跑去選總統就等於李四川成為雙北市長了吧不知道大家怎麼看,5/17,6.986826211141661e-06,侯友宜
tontontonni,討論侯友宜市政優先之前國民黨各種需要侯友宜幫忙四大公投南投立委補選等等侯友宜都是重複說市政優先侯侯做歹幾所以今天以後侯友宜還要說市政優先嗎說好的市政優先,5/17,0.6929214884593387,侯友宜
syearth,黑特三腳督侯友宜注定邊緣化連戰化侯友宜賴清德柯文哲侯友宜永遠只會說台灣共好兩岸共好猴猴做代誌大家要團結每個人都有自己職位做好每個職位台灣就好沒有核安就沒有核能綠的都會投賴清德淺藍聽不下去侯友宜的廢話改投柯文哲三腳督侯友宜注定邊緣化連戰化,5/17,0.9094002451051565,侯友宜
joydragon,討論分析一下為何郭不翻臉回想一下上次國民黨初選那時候誰認為國民黨會輸如果那時候郭台銘不翻臉那不就是等同吞下去還幫忙對手選總統而且很有可能接下來8年郭台銘在政治上都沒有角色反觀現在誰認為侯友宜會贏如果現在郭董繼續幫一下國民黨等下屆總統選舉反而是侯友宜失去角色2年到時候郭反而更有希望被國民黨提名所以郭台銘現在就不翻臉但就等侯友宜輸掉選舉等下次總統選舉侯友宜沒了市長蔣萬安還是市長盧秀燕的聲量還差一截國民黨內誰能夠跟郭比至於朱立倫呵呵,5/17,0.27358970508115177,侯友宜
Mazda6680,討論深藍極端統粉怎麼也不太想支持侯是因為侯侯本國籍嘛看到侯友宜出線滿多統派咖ID崩潰的說投不下去寧可投賴或是廢票也不爽投侯是說國民黨有這麼省籍情結本國籍出生的黨總統候選人竟然嫌棄成這樣統粉要不要說看看為何啊除了他本身真的頗尷尬hoho之外還有其他理由,5/17,2.2468941046738244e-05,侯友宜
moshenisshit,Re討論柯P得票率有機會衝到像2000年宋的36%嗎36%根本低估了如我早上說的就是新竹市長選舉翻版2022新竹市長選舉高虹安拿了45%選票很甩沈慧虹的35%和林耕仁的18%明年選舉沒意外就是這個數字上下擺盪了新北市長落跑國民黨新北市選票必定大幅流失再來看今年夏天有沒有機會大停電或什麼的或是空梅讓南部沒水再來再發生一次缺蛋任意一件事重演柯文哲說不定能衝破50%引述PaulAllen2kevin之銘言icomUsgpDcg2000年的三咖督之戰宋楚瑜以將近37%得票率位居第2就只輸給第一名的阿扁31萬多票現在看來有不少人覺得侯友宜目前處境就跟當年的連戰很像這會有可能柯P最終反超車在明年大選爬到第2嗎,5/17,3.2352414358616244e-07,侯友宜
onlygoog,討論侯友宜不辭職一定輸狗民黨果然狗改不了吃屎一直落跑一直爽有種侯友宜不要辭職保證輸到脫褲子真的是智障狗民黨難怪民進黑金炒房亂倫控制司法媒體黨可以一直貪污,5/17,0.7692585116992959,侯友宜
chandlerchen,討論現在是第一階段對唄針對總統提名黃健庭13日表示第一階段要先整合黨內而現在黨內態勢明顯就是新北市長侯友宜引發確定徵召的解讀黃健庭午後受訪時澄清國民黨提名作業分3個階段第一階段黨內整合第二是泛藍整合第三才是包含民眾黨等地非綠陣營整合wwwstormmgarticle4775724現在是第一階段對唄現在是第一階段對唄現在是第一階段對唄哪第二階段是何時果凍還有夢果凍還有$果凍還有油◢▆▅▄▃崩〒皿〒潰▃▄▅▆◣,5/17,0.06178713459098961,侯友宜
yun0615ch,討論民進黨是不是完了今天國民黨確定徵招侯友宜市長為總統候選人符合台灣民眾期待股市更是在經濟不景氣中大漲了250點是不是台灣工商界和股民表示對侯友宜的肯定上演慶祝行情,5/17,0.32044930473509814,侯友宜
yuan1985,Re討論現在去郭台銘臉書看一下引述takizawa5566看三小沒匿名喇之銘言他媽的一整排國民黨的藍勾勾全部都來留言我也懶得說有誰了太多位了厚幹先把人家仙人跳跳完再來摸頭說要團結喔一起為侯友宜抬轎吧整個噁心到極點餒這不只仙人跳吧先給你希望並要你承諾然後給你絕望本來還有機會跟柯合作搞到後面還要幫人家去當說客要整合柯一整個被利用好利用滿不過也只能怪自己啦都搞成這樣是不能唉唉叫的,5/17,1.866144050399754e-08,侯友宜
kymco9999,討論警界同仁對侯友宜的評價2010年代從政之前的侯友宜一直都在警政體系服務中央警官學校正科45期跟之前的警政署長陳家欽都是正科45期人稱侯探長擔任過警政最高位階的內政部警政署署長陳水扁及蘇貞昌分別擔任總統行政院長提拔的當時他不到50歲在從政之前最後職位是中央警大校長在警政服務的人生階段比從政時還要長老一輩到中生代的警政同仁應該對他不陌生新人可能對他印象應該是新北市副市長或市長總體而言從警的同仁無論在職或退休對侯友宜是褒多還是貶多好歹全國也有7萬左右的現職警察人員加上退休員警更多如果侯友宜在警界評價高這些人當然要挺自己人甚至揪親友鬥陣支持侯sir警界難得有出頭天的一刻前面三位總統都是法律系的當或許現職的也期待他改善目前警界遇到的困境侯友宜在警界評價算正面算褒的比較多還是貶的比較多啊身邊沒有警界的朋友不知道警界同仁如何看這位曾做到最高警政單位的長官且可能成為第一位警察出身的總統,5/17,0.057485367177268376,侯友宜
seabox,Re討論柯P得票率有機會衝到像2000年宋的36%嗎引述PaulAllen2kevin之銘言icomUsgpDcg2000年的三咖督之戰宋楚瑜以將近37%得票率位居第2就只輸給第一名的阿扁31萬多票現在看來有不少人覺得侯友宜目前處境就跟當年的連戰很像這會有可能柯P最終反超車在明年大選爬到第2嗎先說結論不可能侯友宜實力還是很強只有塔綠班柯粉郭粉幻想他是妖道角等級不存在棄侯保柯其次宋楚瑜當年可以拉走一堆地方勢力柯文哲沒這種能力畢竟他只執政過台北講個最簡單的他現在連鍾東錦都拉不過來了,5/17,0.39116375673350934,侯友宜
cidexin,Re討論為什麼國民黨死都不要讓郭台銘選總統引述kasumi5566禁言の惡魔EE脊髓劍之銘言2019年的時候郭台銘先說要選總統後面才是韓國瑜被徵召現在也是郭台銘先說要選結果是侯友宜被徵召為什麼國民黨死都不要讓郭台銘選總統因為台灣藍綠都是樁腳政治選舉有很深的利益關係侯導據我長輩消息早與地方樁腳打點好關係打選戰了郭董這種不跟地方利益糾結的人選上很難橋,5/17,0.007549836048711733,侯友宜
PaulAllen2,討論柯P得票率有機會衝到像2000年宋的36%嗎icomUsgpDcg2000年的三咖督之戰宋楚瑜以將近37%得票率位居第2就只輸給第一名的阿扁31萬多票現在看來有不少人覺得侯友宜目前處境就跟當年的連戰很像這會有可能柯P最終反超車在明年大選爬到第2嗎,5/17,0.00041693664701614175,侯友宜
takizawa5566,討論現在去郭台銘臉書看一下他媽的一整排國民黨的藍勾勾全部都來留言我也懶得說有誰了太多位了厚幹先把人家仙人跳跳完再來摸頭說要團結喔一起為侯友宜抬轎吧整個噁心到極點餒,5/17,0.3593708718980969,侯友宜
akway,討論這次白粉會幫忙連署罷免侯友宜嗎侯友宜這次烙跑參選連副市長都跟著烙跑如果有人發起罷免市長連署白粉會幫忙連署嗎如果能搞到侯友宜烏煙瘴氣對柯文哲才是最有幫助的吧總覺得這次白的會偷偷幫忙打侯看最近柯粉言論真的很討厭侯友宜,5/17,0.005147629823704647,侯友宜
osalucard,轉錄侯友宜臉書1轉錄網址︰wwwfacebookcomhouyuih或reurlcc2W5EGE2轉錄來源︰侯友宜臉書3轉錄內容︰團結一心贏回國家的光榮台灣的繁榮政黨一定要輪替謝謝所有同志和朱立倫主席給我的肯定更重要的是我要謝謝郭台銘董事長在經濟上為台灣做出重大貢獻後更展現了為國為民的精神和大家一起團結打拚郭董事長的愛國心令我深感敬佩讓我們團結在一起攜手並進為中華民國為台灣這塊土地奮鬥尤其現階段國際情勢兵凶戰危國內政局衝突對立百廢待舉讓年輕人看不到未來我們必須大破大立再次讓政黨輪替唯有再次讓政黨輪替才能夠救國家救台灣我們要展現破釜沉舟的決心要參選就要勝選要參選就要團結國家要參選就要帶給人民希望守護中華民國愛台澎金馬這塊土地的人民是我一生唯一的信念永不改變我們台灣人勤儉認真殷實努力都是要為這塊土地為子子孫孫拚一個更美好的未來因為我們都知道中華民國是我們的國家台灣是我們的厝我們唯有團結一致自立自強顧好我們的厝才能共同創造未來尤其在當前台灣最需要振衰起敝的艱苦時刻最重要的是凝聚所有向心力向前行我是侯友宜中國國民黨總統參選人我參選是為了贏回國家的光榮台灣的繁榮讓我們不分彼此挺身團結讓台灣勝利＃侯友宜4附註心得想法︰民調只贏柯文哲016％然後沒意外的又是整篇空話ho了一大串中天挺侯的政論保重你們要討論hohoNPC一整年,5/17,4.112733520411638e-08,侯友宜
dahlia7357,討論一樣都烙跑侯當初為何死不挺韓國瑜侯友宜跟韓一樣是被動徵招參選為何當初侯打死不幫韓國瑜98新北造勢侯友宜市政滿檔婉拒icomQ8M3qW1png那韓國瑜也可以說他行程滿檔婉拒幫侯友宜造勢嗎一樣是烙跑仔下面的留言還說侯好棒市政為優先幹他媽的咧才選上市長沒幾個月現在跟韓國瑜完全沒兩樣要不要先跟韓總道個歉阿韓國瑜不能但我可以對自己人雙標真他媽有夠噁心,5/17,1.4904616874034105e-08,侯友宜
cidexin,討論侯友宜被罷免後國民黨會找誰補選新北市沒有意外侯導會步韓導的後路大選慘敗民進黨然後被罷免新北市長到時國民黨要找誰補選豬導嗎,5/17,0.0282125753701834,侯友宜
HODALA,討論柯文哲勝券在握但還有不穩定因子柯文哲民調完全不輸給侯友宜甚至跟賴清德的差距也在誤差範圍之內基本上就是三國鼎立不分上下但現在柯文哲有幾個不穩定因素要先處理一下1民進黨操縱司法可能會一直消費高虹安的官司來對付柯文哲建議高虹安先退黨辭職避免夜長夢多2AIT可能會有很多柯文哲的黑資料建議柯文哲主動出擊先說美國中情局國土安全局FBI已經聯手要抹黑他打擊他的選情3柯文哲如果找黃珊珊當副手黃國昌可能會對柯文哲大聲咆嘯柯文哲應該早點說黃國昌一直很想要當副總統但臉皮太薄避免黃國昌反咬一口大概是這樣子大家還有什麼要補充的嗎,5/17,0.02690603986421536,侯友宜
moslaa,Re討論為什麼國民黨死都不要讓郭台銘選總統引述kasumi5566禁言の惡魔EE脊髓劍之銘言2019年的時候郭台銘先說要選總統後面才是韓國瑜被徵召現在也是郭台銘先說要選結果是侯友宜被徵召為什麼國民黨死都不要讓郭台銘選總統呃我想呢如果郭台銘明顯人氣超高國民黨是不會拒絕讓郭台銘代表選總統的幹嘛拒絕一個會勝選的人呢單純就是郭台銘一直沒辦法衝高他的人氣難道你認為四年前的郭台銘人氣有贏過韓國瑜嗎這次郭台銘會落榜我認為出於兩點1郭台銘高估他買疫苗的陰德值對啦我很謝謝郭台銘幫忙買疫苗這當然大大加分至少比四年前的單純霸道總裁形象好多了但還不到決定性還是要看他端出啥牛肉出來這就連結到下面22結果他端出來的牛肉是最傳統的中華民國講法還啥新十大建設我看了都失笑噗哈哈哈哈哈哈哈還完全信仰這一套的九成五都已經在棺材裡了吧打個比方我當年是投陳水扁的但如果現在賴清德的政見是新兩兆雙星我也會恥笑他老實講啦總統大選大家最關心的就是統獨還有萬一開戰的時候執政者會不會烙跑其他話題相比之下都是小case所以我如果是郭台銘我要下場玩這一局那就要活用我最大的特色就是我郭台銘有鈔能力我會在一兩個月之前直接宣布我郭台銘未來無論是否成為國民黨代表候選人無論是否當選總統因為愛國我決定捐出我名下個人財產的九成五交給政府專款專用買新武器以及改善國軍住房營地為表達我的誠意我在五月１５日會正式轉移財產請大家做見證如果郭台銘這樣幹會不會選上總統我不敢說但至少拿到代表國民黨候選人資格我覺得ＯＫ就算連這個也居然沒拿到老實講啦買疫苗事實加上捐財產換國防假設足夠讓他跟後代的陰德值爆表當聖人了但他沒這樣利用他的鈔能力我認為這其實悄悄透漏其實郭台銘也沒那樣想當總統那麼他這次落榜剛好而已,5/17,0.0,侯友宜
nicholas0406,討論果然郭董是被做掉的看民調就知道有問題國民黨為了圓一個謊只能再說更多謊想要辯解說郭董不是被做掉的於是公布了內參民調在這份民調中三腳督時侯友宜只輸賴清德497%然後黨內互比民調侯友宜贏郭台銘9%光是三腳督的民調就有問題了根據多方民調都顯示侯友宜輸給賴清德至少十個百分點結果國民黨內參民調侯只輸賴497%這民調本身就有問題我早就說郭董會被做掉現在看國民黨內參民調就可以知道了,5/17,9.559631197753049e-09,侯友宜
